Modulation,NbEch,TEB
NRZ,5,0.0
NRZ,20,0.001
NRZ,35,0.0
NRZ,50,0.001
NRZ,65,0.001
NRZ,80,0.0
NRZ,95,0.0
NRZ,110,0.0
NRZ,125,0.0
NRZ,140,0.0
NRZ,155,0.0
NRZ,170,0.0
NRZ,185,0.0
NRZ,200,0.0
NRZ,215,0.0
NRZ,230,0.0
NRZ,245,0.0
NRZ,260,0.0
NRZ,275,0.0
NRZ,290,0.0
NRZ,305,0.0
NRZ,320,0.0
NRZ,335,0.0
NRZ,350,0.0
NRZ,365,0.0
NRZ,380,0.0
